ID,Title,Rating,Gender,Platform,Actual Price,Website Price,Offer %,After offer Price,Profit,Available Stocks
11898,LDS19C Slip On Sneakers For Women  (Black),3.9,Women,Flipkart,599,999,40.04%,599,0,1
3201,"Fulkari Women's Moonshine Beige Multicolored Genuine Soft Leather Juttis | Bite and Pinch Free Jutis | Punjabi Jutti For Ladies | Wedding Flat Stylish Mojari | Bridal Ethnic Flats For Girls | 38 Jutis For Women  (Beige, Multicolor)",4.8,Women,Flipkart,2999,6800,55.90%,2998.8,0.2,0
15511,Desicolour Fancy Party Wear Juti Ethnic Mojari-Floral Gold Mojaris For Women  (Multicolor),4,Women,Flipkart,699,1500,53.40%,699,0,1
7582,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05%,499,0,0
6137,Loafers For Men  (Black),4.2,Men,Flipkart,545,999,45.45%,544.95,0.05,1
20692,Classic Suede Footwear Loafers For Men  (Grey),3.6,Men,Flipkart,625,999,37.44%,624.97,0.03,1
5393,"SX9035G Running Shoes For Men  (Black, Orange)",4.4,Men,Flipkart,1035,1349,23.28%,1034.95,0.05,1
15210,Women Pink Flats Sandal,4,Women,Flipkart,699,999,30.03%,699,0,0
17163,"Black Leather Ankle Womens Boots, Block Heel Boots, Party Wear Boots, Womens Heels Boots For Women  (Black)",4.7,Women,Flipkart,4645,6500,28.54%,4644.9,0.1,0
19406,Loafers For Men  (Brown),3.9,Men,Flipkart,499,999,50.05%,499,0,1
17891,Women Pink Bellies Sandal,3.9,Women,Flipkart,299,599,50.08%,299.02,-0.02,0
973,Women Pink Wedges Sandal,4.2,Women,Flipkart,527,1072,40.14%,641.7,-114.7,1
1078,Slides,4,Women,Flipkart,299,999,70.07%,299,0,1
18624,Men Blue Flats Sandal,4.3,Men,Flipkart,1483,2799,47.02%,1482.91,0.09,1
16877,COBRABROWN3101 Casuals For Men  (Brown),3.9,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
16683,Women Gold Heels Sandal,4,Women,Flipkart,447,999,55.26%,446.95,0.05,1
19319,Walking Shoes For Women  (White),4,Women,Flipkart,699,1699,58.86%,698.97,0.03,1
88,Men Maroon Sandal,4.1,Men,Flipkart,352,528,2.29%,515.91,-163.91,1
16749,"SM-397 Fluorescent Running Shoes For Men  (Orange, Grey)",4.2,Men,Flipkart,882,1049,15.92%,882,0,1
20531,Slides,3.6,Men,Flipkart,237,499,52.51%,236.98,0.02,1
13867,Synthetic Leather Casual Partywear Wedding Sneakers Shoes For Men Sneakers For Men  (Grey),3.8,Men,Flipkart,407,999,59.26%,406.99,0.01,1
3627,"Combo Pack of 2 Latest Collection Stylish Casual Loafer Sneakers Shoes for Women Sneakers For Men  (Black, Green)",3.8,Men,Flipkart,399,998,60.02%,399,0,1
7843,Women Gold Wedges Sandal,3.8,Women,Flipkart,1048,1995,47.47%,1047.97,0.03,1
11091,Women Beige Flats Sandal,4,Women,Flipkart,319,599,46.74%,319.03,-0.03,1
7368,Slip On For Women  (Black),2.9,Women,Flipkart,397,799,50.31%,397.02,-0.02,0
4450,Men Brown Sandal,4.6,Men,Flipkart,999,1999,50.03%,998.9,0.1,0
10606,Walking Shoes For Men  (Black),4,Men,Flipkart,532,1499,64.51%,532,0,1
1776,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Black, White)",4.1,Men,Flipkart,499,999,50.05%,499,0,1
7317,Slides,3.8,Men,Flipkart,249,999,75.08%,248.95,0.05,1
20746,"Men Black, Brown Sandal",3.8,Men,Flipkart,454,1497,69.67%,454.04,-0.04,1
8935,"Latest Collection, Ankle Lengh Sneakers Boots For Women  (Black)",4.4,Women,Flipkart,475,999,52.45%,475.02,-0.02,0
166,"Women Blue, Red Sports Sandal",4.1,Women,Flipkart,1099,2369,55.22%,1060.84,38.16,1
4522,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12%,199,0,0
6534,Canvas Shoes For Men  (Multicolor),2.9,Men,Flipkart,365,999,63.46%,365.03,-0.03,0
351,Women Brown Wedges Sandal,4.3,Women,Flipkart,508,472,15.63%,398.23,109.77,1
1682,Women Black Heels Sandal,3.6,Women,Flipkart,162,499,67.54%,161.98,0.02,0
16552,Men White Sandal,4.3,Men,Flipkart,2246,2995,25.01%,2245.95,0.05,1
6855,Combo Pack of 2 Shoes Walking Shoes For Men  (Multicolor),3.8,Men,Flipkart,569,999,43.04%,569.03,-0.03,1
2807,Women Pink Heels Sandal,4.4,Women,Flipkart,475,999,52.45%,475.02,-0.02,1
18915,Men Tan Sandal,4.5,Men,Flipkart,379,799,52.57%,378.97,0.03,1
1299,Women Maroon Heels Sandal,4,Women,Flipkart,398,999,60.16%,398,0,0
4683,Men's Running Shoes Fashion Breathable Sneakers Running Shoes For Men  (Black),3.8,Men,Flipkart,349,999,65.07%,348.95,0.05,1
9397,Jutis For Women  (Red),3.9,Women,Flipkart,223,499,55.31%,223,0,1
12236,ELISE Women's Sneakers,4.1,Women,Amazon,339,397,14.61%,339,0,0
9022,"Girls Casual Floral Printed Party wear,Women Casuals Sneakers Boots For Women  (Black)",4.2,Women,Flipkart,499,999,50.05%,499,0,0
19671,Jutis For Women  (Gold),4.1,Women,Flipkart,199,499,60.12%,199,0,0
4488,"Outdoors For Men  (Black, Blue)",3.6,Men,Flipkart,570,1498,61.95%,569.99,0.01,1
13564,Kanthi Bellies Mojaris For Women  (Navy),3.7,Women,Flipkart,215,699,69.24%,215.01,-0.01,1
1302,Lace Up For Men  (Brown),3.9,Men,Flipkart,664,1749,62.04%,663.92,0.08,1
3785,COSET II Ms Flip Flops,4.3,Men,Flipkart,974,1499,35.02%,974.05,-0.05,1
18876,Running Shoes For Men  (Orange),4.1,Men,Flipkart,426,999,57.36%,425.97,0.03,1
10822,Boots For Women  (Maroon),4.3,Women,Flipkart,1374,2290,40.00%,1374,0,1
11832,Men Black Sports Sandal,4,Men,Flipkart,1349,2699,50.02%,1348.96,0.04,1
7277,Women Black Wedges Sandal,4.2,Women,Flipkart,448,999,55.16%,447.95,0.05,1
8002,Mojaris Jutis For Men  (Black),4,Men,Flipkart,399,499,20.04%,399,0,0
10849,Walking Shoes For Women  (White),4.5,Women,Flipkart,1049,3899,73.10%,1048.83,0.17,0
12135,Slip On Sneakers For Men  (Navy),4,Men,Flipkart,738,1899,61.14%,737.95,0.05,1
7108,Women Pink Wedges Sandal,4,Women,Flipkart,444,499,11.02%,444.01,-0.01,0
2198,Men Blue Sandal,3.3,Men,Flipkart,550,1999,72.49%,549.92,0.08,0
12600,Derby For Men  (Tan),4.1,Men,Flipkart,1489,4995,70.19%,1489.01,-0.01,1
15063,Genuine Leather Formal Shoes Derby For Men  (Black),3.9,Men,Flipkart,949,2999,68.36%,948.88,0.12,1
4789,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Blue)",3.9,Men,Flipkart,289,499,42.08%,289.02,-0.02,0
7220,Slip On For Women  (Maroon),3,Women,Flipkart,679,699,2.86%,679.01,-0.01,0
18470,Bellies For Women  (Black),4.3,Women,Flipkart,632,799,20.90%,632.01,-0.01,1
8162,Women Beige Heels Sandal,4,Women,Flipkart,472,533,11.44%,472.02,-0.02,0
10778,Fluo M Running Shoes For Men  (Grey),4.1,Men,Flipkart,2089,3799,45.01%,2089.07,-0.07,1
18019,Bellies For Women  (Blue),3.5,Women,Flipkart,699,999,30.03%,699,0,1
9820,Women Grey Wedges Sandal,3.9,Women,Flipkart,664,999,33.53%,664.04,-0.04,1
5481,Premium Quality Boots For Men  (Black),4.1,Men,Flipkart,349,999,65.07%,348.95,0.05,0
11979,Ethnic Jutis For Women  (Multicolor),3.9,Women,Flipkart,199,499,60.12%,199,0,0
14361,Men Blue Sandal,4,Men,Flipkart,3147,4495,29.99%,3146.95,0.05,1
3221,Quin Two Lace Up For Men  (Black),4.2,Men,Flipkart,581,999,41.84%,581.02,-0.02,1
17463,Boots For Women  (Tan),4.4,Women,Flipkart,1049,3699,71.64%,1049.04,-0.04,1
849,Smash Badminton Shoes For Men  (Black),4.2,Men,Flipkart,1365,2009,30.00%,1406.3,-41.3,1
19185,Lace Up For Men  (Black),3.6,Men,Flipkart,399,1999,80.04%,399,0,1
8059,Synthetic Leather Casual Sneaker shoes for Women Sneakers For Women  (Black),4,Women,Flipkart,595,1199,50.38%,594.94,0.06,1
12908,"Captain-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey)",4.1,Men,Flipkart,699,999,30.03%,699,0,1
7826,casual for men (blue 06) Sneakers For Men  (Blue),3.9,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
10902,Loop X IDP Running Shoes For Men  (Grey),4.6,Men,Flipkart,1799,2999,40.01%,1799.1,-0.1,1
20651,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,169.01,-0.01,0
7502,Perforated Low IDP Sneakers For Men  (White),4.2,Men,Flipkart,2399,3999,40.01%,2399,0,1
20103,RedBlack Marathon Walking Shoes For Men  (Red),4,Men,Flipkart,569,949,40.04%,569.02,-0.02,1
16745,"Shoes Kingdom Shoes_LB792 Mocassins Casual Shoes Loafers For Men  (Black, Brown)",3.7,Men,Flipkart,739,999,26.03%,738.96,0.04,1
2760,Men White Sandal,3.7,Men,Flipkart,250,300,16.67%,249.99,0.01,1
14339,"Perfect Stylish Girls Casual Shoes Sneakers For Women  (Blue, Pink)",4.1,Women,Flipkart,309,499,38.08%,308.98,0.02,1
5671,Ontario IDP Sneakers For Men  (Grey),4,Men,Flipkart,1499,2999,50.02%,1498.9,0.1,1
10944,Boots For Women  (Maroon),4.2,Women,Flipkart,599,999,40.04%,599,0,1
11106,Slip On For Women  (Pink),3,Women,Flipkart,711,999,28.83%,710.99,0.01,0
4955,Women Flip Flop Chapals Combo Pack of 2 Slippers,3.7,Undefined,Flipkart,299,598,50.00%,299,0,0
20232,"Ethnic Faux Leather Brown/Black/Tan Mojari/Juttis/Nagra for Men's (10UK, Tan 1) Loafers For Men  (Black)",3.5,Men,Flipkart,350,999,64.97%,349.95,0.05,0
3018,Mojari Bellies For Women  (Multicolor),3.9,Women,Flipkart,288,499,42.28%,288.02,-0.02,0
16042,Women Copper Heels Sandal,3.8,Women,Flipkart,421,897,53.07%,420.96,0.04,0
4218,Casuals For Men  (Red),3.8,Men,Flipkart,499,549,9.11%,498.99,0.01,0
629,Slippers,3.7,Men,Flipkart,630,1551,56.97%,667.4,-37.4,1
15668,Women Black Wedges Sandal,4,Women,Flipkart,2025,4499,54.99%,2025,0,1
7999,Comfortable&Durable Walking Shoes For Women  (Grey),3.9,Women,Flipkart,499,999,50.05%,499,0,1
573,Men Black Sandal,3.8,Men,Flipkart,455,836,50.05%,417.58,37.42,0
2455,Derby For Men  (Black),4.1,Men,Flipkart,1349,2699,50.02%,1348.96,0.04,1
8562,Women Black Wedges Sandal,4,Women,Flipkart,272,799,65.96%,271.98,0.02,0
13637,Ethics Perfect Women's Premium White Casual Shoes,3.9,Women,Amazon,299,499,40.08%,299,0,0
4113,Women Purple Flats Sandal,4.1,Women,Flipkart,197,219,10.05%,196.99,0.01,1
6317,Wmns Zoom Strike 2 Running Shoes For Women  (Black),3.9,Women,Flipkart,2634,6795,61.24%,2633.74,0.26,1
5824,Women Pink Flats Sandal,4,Women,Flipkart,699,999,30.03%,699,0,0
13824,Women Gold Bellies Sandal,3.2,Women,Flipkart,449,999,55.06%,448.95,0.05,0
243,PERRY Running Shoes For Women  (Blue),4.2,Women,Flipkart,743,885,7.15%,821.72,-78.72,1
6075,S Buckle Boots For Women  (Black),4,Undefined,Flipkart,395,1299,69.59%,395.03,-0.03,0
9560,Bellies For Women  (Grey),3.8,Women,Flipkart,379,999,62.06%,379.02,-0.02,1
19753,MCW-145 Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,299,1299,76.98%,299.03,-0.03,1
2357,Women Yellow Heels Sandal,3.9,Undefined,Flipkart,319,999,68.07%,318.98,0.02,0
14631,TREAD REVOLUTION ADV LP Running Shoes For Men  (Black),3.9,Men,Flipkart,1047,2299,54.46%,1046.96,0.04,1
8628,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04%,599,0,1
15649,Casual Sneaker and Shoes for Running Yoga Walking Comfortable Walking Shoes For Women  (Pink),4.4,Women,Flipkart,699,999,30.03%,699,0,0
3784,Rajasthani Jaipuri Work Ethnic Womens Girls Ladies Belly Jutis For Women  (Multicolor),4,Women,Flipkart,219,599,63.44%,218.99,0.01,0
18313,Go Walk Lite - Charming Casuals For Women  (Purple),4.4,Women,Flipkart,2500,4999,49.99%,2500,0,1
15844,Women Black Heels Sandal,3.9,Women,Flipkart,499,999,50.05%,499,0,0
9531,Women Red Heels Sandal,4,Women,Flipkart,599,999,40.04%,599,0,1
9983,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,496,0,1
7279,Women Blue Sports Sandal,4.6,Women,Flipkart,948,1020,7.06%,947.99,0.01,1
4239,Women Grey Flats Sandal,4.1,Women,Flipkart,479,999,52.05%,479.02,-0.02,1
17613,CLAIRE (Collector's Edition) Running Shoes For Women  (Purple),4.4,Women,Flipkart,1049,1299,19.25%,1048.94,0.06,1
1899,"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Maroon)",4.4,Women,Flipkart,525,999,47.45%,524.97,0.03,0
3681,Hush Berry Mens Loafer for Mens Casuals For Men  (Tan),3.9,Men,Flipkart,472,1249,62.21%,472,0,1
19985,Women Pink Heels Sandal,4,Women,Flipkart,472,999,52.75%,472.03,-0.03,1
13464,Men Synthetic Leather Chappal (Brown) Slippers,3.6,Men,Flipkart,398,999,60.16%,398,0,1
16087,Slippers,4.1,Women,Flipkart,218,279,21.86%,218.01,-0.01,1
13962,Women Gold Wedges Sandal,4.1,Women,Flipkart,446,999,55.36%,445.95,0.05,0
1965,Women Beige Wedges Sandal,3.7,Women,Flipkart,424,520,18.46%,424.01,-0.01,0
10997,Women Brown Wedges Sandal,4.1,Women,Flipkart,498,499,0.20%,498,0,0
4517,Bellies For Women  (Off White),4,Women,Flipkart,269,499,46.09%,269.01,-0.01,0
3324,Women Grey Flats Sandal,4.2,Women,Flipkart,293,999,70.67%,293.01,-0.01,1
3213,Canvas Shoes For Men  (Blue),4,Men,Flipkart,302,1799,83.21%,302.05,-0.05,0
8102,Women Gold Wedges Sandal,3.9,Women,Flipkart,719,999,28.03%,718.98,0.02,0
19632,Ketava IV DP Slippers,4.2,Men,Flipkart,999,1299,23.09%,999.06,-0.06,0
4628,Flip Flops,3.7,Women,Flipkart,199,499,60.12%,199,0,0
391,Women Brown Wedges Sandal,4.3,Undefined,Flipkart,1344,1849,30.00%,1294.3,49.7,1
17024,Good Quality High Heels Boots More Comfortable And Light Weight Boots Casuals For Women Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05%,499,0,1
18282,Boots/Para Shoes/Shoes for Men's Casuals Unique Boots Shoes Boots For Men  (Black),4.1,Undefined,Flipkart,849,1999,57.53%,848.98,0.02,0
10018,Jute Mojaris For Men  (Bronze),3.7,Men,Flipkart,399,499,20.04%,399,0,0
17188,Sneakers For Men  (White),4,Men,Flipkart,521,1499,65.24%,521.05,-0.05,0
13010,Slippers,3.5,Men,Flipkart,99,499,80.16%,99,0,0
16727,"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training Shoes, Running Shoes For Men  (Grey)",4.1,Men,Flipkart,699,999,30.03%,699,0,1
1363,Women Pink Flats Sandal,4,Women,Flipkart,360,899,59.96%,359.96,0.04,1
3914,Combo Pack of 3 Casual Shoes Sneakers For Men  (Multicolor),3.8,Men,Flipkart,754,1499,49.70%,754,0,1
12318,Lace Up For Men  (Black),3.8,Men,Flipkart,476,1399,65.98%,475.94,0.06,0
3529,Women Tan Bellies Sandal,3.9,Women,Flipkart,342,899,61.96%,341.98,0.02,0
20409,Synthetic Leather Casual Partywear New Stylish Latest Sneakers Casual Shoes Sneakers For Men  (White),3.8,Men,Flipkart,299,899,66.74%,299.01,-0.01,1
16386,Women Gold Heels Sandal,4.2,Women,Flipkart,995,1895,47.49%,995.06,-0.06,0
15409,Women Multicolor Wedges Sandal,3.9,Women,Flipkart,298,799,62.70%,298.03,-0.03,0
16064,Women Black Flats Sandal,3.9,Women,Flipkart,399,899,55.62%,398.98,0.02,1
3393,Women Black Heels Sandal,3.8,Women,Flipkart,499,999,50.05%,499,0,0
16204,Women Green Bellies Sandal,4.2,Women,Flipkart,379,899,57.84%,379.02,-0.02,1
4022,Synthetic Leather Casual PartyWear Boots For Girls Boots For Women  (Brown),4.1,Women,Flipkart,399,1399,71.48%,398.99,0.01,1
3127,Chelsea Ankle Boots For Women  (Black),4.3,Women,Flipkart,4039,6099,33.78%,4038.76,0.24,0
20513,DECENT LOOK Boots For Women  (Pink),3.9,Women,Flipkart,499,1199,58.38%,499.02,-0.02,0
10091,"Riya-51 Navy Sky Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women  (Navy, Blue)",4,Women,Flipkart,499,599,16.69%,499.03,-0.03,1
11170,"Women Brown, Silver Wedges Sandal",4.2,Women,Flipkart,404,599,32.55%,404.03,-0.03,1
8950,"Running Shoes For Men  (Navy, Blue)",4,Men,Flipkart,849,999,15.02%,848.95,0.05,1
17899,Women Blue Flats Sandal,4,Women,Flipkart,262,549,52.28%,261.98,0.02,1
570,AB1-SX00172L Casuals For Women  (Orange),4.3,Women,Flipkart,853,799,1.13%,789.97,63.03,0
14518,Men Navy Casual Sandal,4.2,Men,Flipkart,649,699,7.15%,649.02,-0.02,0
5699,Corporate Derby Lace Up Derby For Men  (Black),4.2,Men,Flipkart,998,999,0.10%,998,0,0
17637,Women Gold Wedges Sandal,3.7,Women,Flipkart,455,533,14.63%,455.02,-0.02,0
2370,Bellies For Women  (Black),3.9,Women,Flipkart,1000,2195,54.44%,1000.04,-0.04,1
7865,Jutis For Women  (Black),3.9,Women,Flipkart,199,599,66.78%,198.99,0.01,0
16288,"Combo of 4 Sneakers For Men  (Red, Blue)",4,Men,Flipkart,579,1996,70.99%,579.04,-0.04,1
2658,Women Yellow Heels Sandal,4.2,Women,Flipkart,599,1299,53.89%,598.97,0.03,0
5331,CLAIRE (Collector's Edition) Running Shoes For Women  (Pink),4.4,Women,Flipkart,1049,1299,19.25%,1048.94,0.06,1
4304,Women Pink Heels Sandal,4.1,Women,Flipkart,496,1098,54.83%,495.97,0.03,0
7802,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Black)",4.3,Women,Flipkart,365,999,63.46%,365.03,-0.03,0
1202,1044 Latest Collection Stylish Casual Loafer Sneakers Shoes For Women Sneakers For Women  (Black),4.1,Women,Flipkart,367,499,26.45%,367.01,-0.01,1
20620,Slides,4,Men,Flipkart,249,499,50.10%,249,0,1
13437,Women Pink Flats Sandal,3.9,Women,Flipkart,169,999,83.08%,169.03,-0.03,1
18665,Flip Flops,3.9,Women,Flipkart,149,229,34.93%,149.01,-0.01,0
19059,SFG-48 Flip Flops,4,Men,Flipkart,397,424,6.37%,396.99,0.01,1
11567,"Stylish White Casual Shoes Sneakers For Women  (Silver, White)",4.2,Women,Flipkart,399,999,60.06%,399,0,1
16095,GEL CONTEND 4B+ Running Shoes For Men  (Black),4.2,Men,Flipkart,1994,3499,43.01%,1994.08,-0.08,1
15862,Flex Renew Sneakers For Women  (Pink),4.4,Women,Flipkart,2224,3999,44.39%,2223.84,0.16,1
14170,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77%,1499.03,-0.03,1
803,Boots For Women  (Black),4.5,Women,Flipkart,507,1057,50.05%,527.97,-20.97,0
5943,Leather Casual Stylish Look Boots Shoes    Boots For Women  (Pink),3.7,Women,Flipkart,499,999,50.05%,499,0,0
8928,Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05%,499,0,1
7484,Slippers,4.1,Women,Flipkart,335,499,32.87%,334.98,0.02,0
15227,Monk Synthetic Leather Casual Formal Dress Loafers Moccasins Shoes Monk Strap For Men  (Tan),2.7,Men,Flipkart,786,999,21.32%,786.01,-0.01,1
11217,Gold Punjabi Juti For Ladies Handmade Mojari Rajasthani Jutti Ethnic Khussa Casuals For Women  (Gold),4.7,Women,Flipkart,1595,2195,27.33%,1595.11,-0.11,0
8317,Zig Red Casuals For Men  (Red),4.1,Men,Flipkart,299,1299,76.98%,299.03,-0.03,1
19542,Boots For Women  (Black),4.1,Undefined,Flipkart,399,999,60.06%,399,0,1
20249,GEL-KAYANO 23 LITE-SHOW Running Shoes For Women  (Navy),4.2,Women,Flipkart,4996,13499,62.99%,4995.98,0.02,1
12144,Women Green Flats Sandal,4.1,Women,Flipkart,277,1299,78.68%,276.95,0.05,0
1567,Karnaaz Men's Lace-up Casual Sports Sneakers Canvas Shoes,4.2,Men,Amazon,399,499,20.04%,399,0,0
11559,"Men Brown, Beige Sandal",4.2,Men,Flipkart,840,999,15.92%,839.96,0.04,1
9543,"Chevit Lightweight Combo Pack of 02 Trendy Sneakers Casuals For Men's Sneakers For Men  (Orange, Green)",4.1,Men,Flipkart,498,998,50.10%,498,0,1
11751,Go Run 400-Optimal Running Shoe For Women  (Navy),4.5,Women,Flipkart,2160,4799,54.99%,2160.03,-0.03,1
15554,Men Synthetic Leather Office Black Formal Shoes Slip On Shoes For Men  (Black),3.8,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
10558,Slides,4.1,Women,Flipkart,284,499,43.09%,283.98,0.02,1
1641,Flip Flops,3.6,Men,Flipkart,499,999,50.05%,499,0,0
19104,Women Green Flats Sandal,4.3,Women,Flipkart,1048,1799,41.75%,1047.92,0.08,1
11450,Slides,3.5,Men,Flipkart,299,699,57.22%,299.03,-0.03,0
1454,Slides,4.4,Women,Flipkart,299,849,64.78%,299.02,-0.02,0
360,New design Boots For Women  (Black),4.1,Women,Flipkart,475,1060,52.55%,502.97,-27.97,0
6917,KENT Running Shoes For Men  (Navy),4.2,Men,Flipkart,1049,1299,19.25%,1048.94,0.06,1
1556,Slippers,4.2,Men,Flipkart,349,499,30.06%,349,0,0
5521,"Combo(2)-1062-765 Sneakers For Women  (Red, White)",3.8,Undefined,Flipkart,514,998,48.50%,513.97,0.03,1
6622,Women Black Flats Sandal,4.2,Women,Flipkart,302,999,69.77%,302,0,1
19370,Slides,4,Women,Flipkart,1100,1999,44.97%,1100.05,-0.05,1
9579,DECENT LOOK Boots For Women  (Red),3.9,Women,Flipkart,499,1199,58.38%,499.02,-0.02,0
14960,Slippers,4.4,Women,Flipkart,331,499,33.67%,330.99,0.01,0
13025,Women Pink Heels Sandal,4,Women,Flipkart,664,999,33.53%,664.04,-0.04,1
15042,Jutis For Women  (Orange),3.6,Women,Flipkart,249,599,58.43%,249,0,0
12858,Flip Flops,3.4,Undefined,Flipkart,498,1497,66.73%,498.05,-0.05,1
11169,"Women Tan, Off White, Brown Sports Sandal",4.2,Women,Flipkart,499,1199,58.38%,499.02,-0.02,0
16104,Casuals For Women  (Multicolor),4,Women,Flipkart,474,499,5.01%,474,0,1
18412,Designer Ethnic Rajasthani Jaipuri Velvet Jutti for Women and Girls. Jutis For Women  (Yellow),4,Women,Flipkart,299,999,70.07%,299,0,0
1025,"Inklenzo Men's Mesh Quality Black Running Sports Walking Casual Sneakers Shoes Size 6,7,8,9,10",3.4,Men,Amazon,379,599,36.73%,378.99,0.01,0
134,Men Black Casual Sandal,3.8,Men,Flipkart,528,955,56.06%,419.63,108.37,1
18428,Men Green Sandal,4.1,Men,Flipkart,444,999,55.56%,443.96,0.04,1
17993,Jutis For Women  (Off White),4,Women,Flipkart,186,599,68.95%,185.99,0.01,0
17563,Synthetic Leather Men's Black Slip on Style Formal Shoes Slip On For Men  (Black),3.9,Men,Flipkart,374,699,46.50%,373.97,0.03,0
15225,Men Ethnic Velvet Mojaris Mojaris For Men  (Black),4.3,Men,Flipkart,270,799,66.21%,269.98,0.02,0
631,High Top Girls Canvas Heel Sneakers Canvas Shoes For Women  (Black),4.1,Women,Flipkart,434,1039,55.06%,466.93,-32.93,1
6078,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),3.9,Women,Flipkart,399,999,60.06%,399,0,0
13993,"WNDR-13 Running Shoes For Men  (Red, Black)",4.1,Men,Flipkart,524,599,12.52%,524.01,-0.01,1
18253,Slip On For Men  (Black),3.9,Men,Flipkart,644,1999,67.78%,644.08,-0.08,1
10328,Flip Flops,3.1,Men,Flipkart,284,999,71.57%,284.02,-0.02,1
20876,Flip Flops,3.9,Men,Flipkart,299,799,62.58%,298.99,0.01,0
5205,Running Shoes For Men  (Orange),3.9,Undefined,Flipkart,399,999,60.06%,399,0,1
6195,Flip Flops,4,Women,Flipkart,499,1298,61.56%,498.95,0.05,1
15684,REMIA Outdoors For Women  (Blue),4.2,Women,Flipkart,989,2199,55.03%,988.89,0.11,1
1660,Women Black Heels Sandal,3.6,Women,Flipkart,366,999,63.36%,366.03,-0.03,0
888,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Black),4.2,Women,Flipkart,266,810,64.16%,290.3,-24.3,0
7580,Ankle Length Furr Boot & High Ankle Length Furr Boot Boots For Women  (Tan),4.1,Women,Flipkart,398,999,60.16%,398,0,1
11119,Leather Derby For Men  (Tan),4.2,Men,Flipkart,1888,6295,70.01%,1887.87,0.13,1
2447,FUZOR B Running Shoes For Men  (Black),4.2,Men,Flipkart,1799,3799,52.65%,1798.83,0.17,1
15895,Women Gold Flats Sandal,4.1,Women,Flipkart,449,999,55.06%,448.95,0.05,1
7222,Extra Soft Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4,Women,Flipkart,349,799,56.32%,349,0,0
10674,Revolution 4 Running Shoes For Men  (Grey),4.3,Men,Flipkart,2587,3695,29.99%,2586.87,0.13,1
19641,Boots For Women  (Black),4,Women,Flipkart,429,499,14.03%,428.99,0.01,0
18215,Smash Badminton Shoes For Men  (Orange),4.2,Men,Flipkart,1333,1990,33.02%,1332.9,0.1,1
11172,Men Black Sandal,4,Men,Flipkart,1048,1999,47.57%,1048.08,-0.08,1
9895,Slides,4.1,Men,Flipkart,199,499,60.12%,199,0,1
16404,SUNSHINE Running Shoes For Women  (Blue),4.2,Women,Flipkart,1491,1799,17.12%,1491.01,-0.01,1
4550,Jutis For Men  (Brown),4,Men,Flipkart,474,499,5.01%,474,0,1
19315,Boots For Women  (Black),4.2,Women,Flipkart,499,999,50.05%,499,0,1
6413,Bacca Bucci Men's Sneaker,3.6,Men,Amazon,999,999,0.00%,999,0,1
2772,Chukka Boots For Women  (Black),4.3,Women,Flipkart,549,999,45.05%,548.95,0.05,1
4564,Men Red Sandal,4.1,Men,Flipkart,299,999,70.07%,299,0,0
12097,"Men's Traditional Latest Design Ethnic Nagra | Classic Design Jalsa | Mojaris, Khussa, Jutti Mocassin For Men  (Brown)",3.9,Men,Flipkart,399,499,20.04%,399,0,1
609,Casuals For Men  (Multicolor),3.8,Men,Flipkart,595,911,47.39%,479.28,115.72,1
9164,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Pink)",4.3,Women,Flipkart,365,999,63.46%,365.03,-0.03,0
10762,Sneakers For Men  (White),4,Men,Flipkart,419,999,58.06%,418.98,0.02,1
20722,Unifactor M Running Shoes For Men  (Blue),4.2,Men,Flipkart,1814,3299,45.01%,1814.12,-0.12,1
